Incident Date,Incident Exact Time,Incident Time,Incident Year,Incident Day of Week,Incident Category,nhood,Latitude,Longitude,point,,,incident time number
25/05/2018,2:00:00 PM,14,2018,Friday,Burglary,Nob Hill,37.78808,-122.41006,"(37.78808218625765, -122.41005693097291)",,,0.58
26/05/2018,2:10:00 AM,2,2018,Saturday,Assault,Marina,37.79895,-122.43587,"(37.79895184912758, -122.43586632130817)",,,0.09
26/05/2018,2:47:00 AM,3,2018,Saturday,Robbery,Mission,37.75883,-122.41578,"(37.758830231194835, -122.41577929903445)",,,0.12
25/05/2018,10:14:00 PM,22,2018,Friday,Assault,Oceanview/Merced/Ingleside,37.71967,-122.46805,"(37.71966540522523, -122.46805210189368)",,,0.93
26/05/2018,3:00:00 AM,3,2018,Saturday,Assault,South of Market,37.77746,-122.41316,"(37.77745741894575, -122.4131576926893)",,,0.13
26/05/2018,3:00:00 AM,3,2018,Saturday,Burglary,Tenderloin,37.78694,-122.41152,"(37.78693970570657, -122.41151576847024)",,,0.13
26/05/2018,3:00:00 AM,3,2018,Saturday,Assault,Oceanview/Merced/Ingleside,37.71698,-122.4519,"(37.7169775067907, -122.45189499287864)",,,0.13
23/05/2018,11:00:00 PM,23,2018,Wednesday,Burglary,Noe Valley,37.75323,-122.4287,"(37.75322514327775, -122.42869535995197)",,,0.96
26/05/2018,4:30:00 AM,5,2018,Saturday,Robbery,Financial District/South Beach,37.79321,-122.39996,"(37.7932091009356, -122.39995873701295)",,,0.19
26/05/2018,5:35:00 AM,6,2018,Saturday,Robbery,Tenderloin,37.78564,-122.418,"(37.785641708798344, -122.41799627043912)",,,0.23
26/05/2018,3:00:00 AM,3,2018,Saturday,Burglary,Bayview Hunters Point,37.72699,-122.38026,"(37.72699065551247, -122.38025684003502)",,,0.13
26/05/2018,9:25:00 AM,9,2018,Saturday,Robbery,Bayview Hunters Point,37.74239,-122.40584,"(37.74239176061754, -122.40583815976386)",,,0.39
26/05/2018,9:30:00 AM,10,2018,Saturday,Assault,Treasure Island,37.82452,-122.37559,"(37.82452429749066, -122.37559311370266)",,,0.40
26/05/2018,8:23:00 AM,8,2018,Saturday,Sex Offense,Tenderloin,37.78165,-122.41551,"(37.7816542606277, -122.41550518013352)",,,0.35
25/05/2018,2:00:00 PM,14,2018,Friday,Burglary,Bernal Heights,37.73968,-122.40888,"(37.739680773974726, -122.40888307605414)",,,0.58
26/05/2018,11:15:00 AM,11,2018,Saturday,Assault,Chinatown,37.80097,-122.41266,"(37.80096505555198, -122.41265966230932)",,,0.47
26/05/2018,11:28:00 AM,11,2018,Saturday,Assault,Tenderloin,37.78118,-122.4117,"(37.78117721773047, -122.41169993118794)",,,0.48
26/05/2018,12:20:00 PM,12,2018,Saturday,Assault,Bayview Hunters Point,37.7294,-122.39358,"(37.72939917052591, -122.39358151823821)",,,0.51
25/05/2018,7:00:00 PM,19,2018,Friday,Burglary,North Beach,37.80257,-122.40742,"(37.802572002525224, -122.40741958677414)",,,0.79
26/05/2018,9:45:00 AM,10,2018,Saturday,Assault,Financial District/South Beach,37.79244,-122.3911,"(37.792436047188296, -122.39109612051386)",,,0.41
26/05/2018,2:00:00 PM,14,2018,Saturday,Burglary,Sunset/Parkside,37.74468,-122.48118,"(37.744681182378415, -122.48118121642418)",,,0.58
26/05/2018,11:19:00 AM,11,2018,Saturday,Burglary,Mission,37.74885,-122.42128,"(37.74885044177842, -122.42128446199904)",,,0.47
26/05/2018,11:40:00 AM,12,2018,Saturday,Assault,Mission,37.75384,-122.41859,"(37.753836586731786, -122.41859394629981)",,,0.49
26/05/2018,11:40:00 AM,12,2018,Saturday,Assault,Mission,37.75384,-122.41859,"(37.753836586731786, -122.41859394629981)",,,0.49
26/05/2018,2:25:00 PM,14,2018,Saturday,Assault,Potrero Hill,37.75202,-122.40136,"(37.75201789429705, -122.40136437213164)",,,0.60
26/05/2018,2:05:00 PM,14,2018,Saturday,Assault,Tenderloin,37.77872,-122.41474,"(37.77871942789032, -122.4147412230519)",,,0.59
26/05/2018,1:20:00 PM,13,2018,Saturday,Burglary,Sunset/Parkside,37.75922,-122.49079,"(37.759217524685155, -122.4907944100113)",,,0.56
23/05/2018,9:00:00 AM,9,2018,Wednesday,Burglary,Pacific Heights,37.78836,-122.44559,"(37.78836375089961, -122.44558863751625)",,,0.38
26/05/2018,3:55:00 PM,16,2018,Saturday,Assault,Western Addition,37.77863,-122.43176,"(37.77863203682374, -122.43176322156377)",,,0.66
26/05/2018,3:09:00 PM,15,2018,Saturday,Robbery,Bayview Hunters Point,37.72141,-122.39374,"(37.72140845975932, -122.3937369294708)",,,0.63
26/05/2018,3:07:00 PM,15,2018,Saturday,Assault,Bayview Hunters Point,37.73751,-122.38405,"(37.737514215518345, -122.38404650991168)",,,0.63
16/04/2018,12:00:00 PM,12,2018,Monday,Assault,Glen Park,37.73388,-122.43584,"(37.73387532874152, -122.43583997184848)",,,0.50
26/05/2018,5:00:00 PM,17,2018,Saturday,Assault,Mission,37.75683,-122.4067,"(37.75683373380551, -122.40669900268833)",,,0.71
24/05/2018,8:00:00 PM,20,2018,Thursday,Burglary,Bernal Heights,37.74132,-122.4095,"(37.74131635970984, -122.4095003582341)",,,0.83
26/05/2018,4:21:00 PM,16,2018,Saturday,Robbery,Lone Mountain/USF,37.78131,-122.45773,"(37.78131458534108, -122.45773304499775)",,,0.68
26/05/2018,1:50:00 AM,2,2018,Saturday,Robbery,Mission,37.75312,-122.40436,"(37.75312141134241, -122.40436317793704)",,,0.08
26/05/2018,4:38:00 PM,17,2018,Saturday,Robbery,Tenderloin,37.78445,-122.40849,"(37.78445272883687, -122.40849315881205)",,,0.69
26/05/2018,6:58:00 PM,19,2018,Saturday,Robbery,South of Market,37.77886,-122.40827,"(37.778860686349766, -122.40827158967764)",,,0.79
26/05/2018,7:30:00 PM,20,2018,Saturday,Burglary,Hayes Valley,37.77875,-122.42335,"(37.77874737106934, -122.42335402580974)",,,0.81
25/05/2018,6:30:00 PM,19,2018,Friday,Burglary,Bayview Hunters Point,37.74595,-122.40203,"(37.74595385526537, -122.40202670344281)",,,0.77
26/05/2018,11:00:00 AM,11,2018,Saturday,Burglary,Tenderloin,37.78352,-122.41588,"(37.78351564008561, -122.41588253952085)",,,0.46
26/05/2018,4:30:00 PM,17,2018,Saturday,Robbery,Western Addition,37.78687,-122.42331,"(37.7868683661603, -122.42330825256187)",,,0.69
26/05/2018,5:35:00 PM,18,2018,Saturday,Robbery,Presidio,37.79949,-122.45958,"(37.799487768387436, -122.45957727700629)",,,0.73
26/05/2018,7:41:00 PM,20,2018,Saturday,Assault,Japantown,37.78625,-122.42824,"(37.786246576578144, -122.42824149689217)",,,0.82
26/05/2018,10:29:00 PM,22,2018,Saturday,Assault,Bayview Hunters Point,37.73717,-122.38986,"(37.73716953069777, -122.38986446334408)",,,0.94
26/05/2018,11:20:00 PM,23,2018,Saturday,Robbery,Visitacion Valley,37.70995,-122.41935,"(37.70994690217588, -122.41934779895824)",,,0.97
26/05/2018,11:16:00 PM,23,2018,Saturday,Assault,Outer Richmond,37.78048,-122.47617,"(37.780475849410344, -122.47616919036905)",,,0.97
26/05/2018,11:42:00 PM,24,2018,Saturday,Burglary,Potrero Hill,37.76696,-122.38816,"(37.766957909504505, -122.38816413828668)",,,0.99
27/05/2018,12:08:00 AM,0,2018,Sunday,Assault,Mission,37.75051,-122.42051,"(37.750505825050176, -122.42050700685434)",,,0.01
26/05/2018,11:36:00 PM,24,2018,Saturday,Assault,Tenderloin,37.78331,-122.41753,"(37.78331088878137, -122.41752877437465)",,,0.98
19/05/2018,8:00:00 PM,20,2018,Saturday,Burglary,South of Market,37.77328,-122.41223,"(37.77328477975284, -122.41222500728585)",,,0.83
26/05/2018,11:46:00 PM,24,2018,Saturday,Assault,Bayview Hunters Point,37.73473,-122.40181,"(37.7347273206739, -122.40180798355505)",,,0.99
27/05/2018,12:16:00 AM,0,2018,Sunday,Assault,Haight Ashbury,37.77114,-122.44554,"(37.77114193264378, -122.44553527914866)",,,0.01
27/05/2018,12:00:00 AM,0,2018,Sunday,Assault,Haight Ashbury,37.77021,-122.44535,"(37.77021017395845, -122.44534499148274)",,,0.00
26/05/2018,9:50:00 PM,22,2018,Saturday,Assault,Mission,37.76854,-122.41561,"(37.76853738566884, -122.4156137824238)",,,0.91
27/05/2018,1:00:00 AM,1,2018,Sunday,Assault,Haight Ashbury,37.76938,-122.45187,"(37.769378662723035, -122.4518657283479)",,,0.04
27/05/2018,1:34:00 AM,2,2018,Sunday,Assault,North Beach,37.79812,-122.40468,"(37.7981184444975, -122.40467993579155)",,,0.07
27/05/2018,2:16:00 AM,2,2018,Sunday,Robbery,Nob Hill,37.78776,-122.42012,"(37.78775665157557, -122.42011607573366)",,,0.09
26/05/2018,2:00:00 PM,14,2018,Saturday,Burglary,Tenderloin,37.78058,-122.42026,"(37.780576217006235, -122.42025546027398)",,,0.58
27/05/2018,1:54:00 AM,2,2018,Sunday,Assault,Hayes Valley,37.77355,-122.43411,"(37.77354937574232, -122.43410901176355)",,,0.08
27/05/2018,2:27:00 AM,2,2018,Sunday,Assault,Bayview Hunters Point,37.73717,-122.38986,"(37.73716953069777, -122.38986446334408)",,,0.10
27/05/2018,3:00:00 AM,3,2018,Sunday,Robbery,Tenderloin,37.78766,-122.41335,"(37.787663597834545, -122.41335396485418)",,,0.13
27/05/2018,2:33:00 AM,3,2018,Sunday,Assault,Chinatown,37.79706,-122.40551,"(37.797064589576394, -122.40551293674359)",,,0.11
27/05/2018,3:15:00 AM,3,2018,Sunday,Robbery,Financial District/South Beach,37.78854,-122.39603,"(37.78853592966637, -122.39603476680188)",,,0.14
15/05/2018,10:46:00 AM,11,2018,Tuesday,Burglary,Bayview Hunters Point,37.73566,-122.38718,"(37.73566160727889, -122.38717561710232)",,,0.45
14/05/2018,1:00:00 PM,13,2018,Monday,Burglary,Inner Richmond,37.78639,-122.47111,"(37.78638724236086, -122.47111460507648)",,,0.54
27/05/2018,1:30:00 AM,2,2018,Sunday,Assault,Castro/Upper Market,37.76089,-122.435,"(37.76088893209152, -122.4350007026991)",,,0.06
26/05/2018,1:50:00 PM,14,2018,Saturday,Assault,Outer Richmond,37.7714,-122.50989,"(37.771396030943585, -122.50989475109745)",,,0.58
26/05/2018,1:50:00 PM,14,2018,Saturday,Assault,Outer Richmond,37.7714,-122.50989,"(37.771396030943585, -122.50989475109745)",,,0.58
27/05/2018,6:30:00 AM,7,2018,Sunday,Robbery,South of Market,37.77749,-122.41629,"(37.77749384266056, -122.41629170279316)",,,0.27
27/05/2018,6:45:00 AM,7,2018,Sunday,Assault,Financial District/South Beach,37.78801,-122.3998,"(37.788007159435885, -122.39979802517325)",,,0.28
27/05/2018,8:44:00 AM,9,2018,Sunday,Assault,Tenderloin,37.78145,-122.41715,"(37.78144749392477, -122.41714561338313)",,,0.36
26/05/2018,1:30:00 PM,14,2018,Saturday,Burglary,Outer Mission,37.70965,-122.46323,"(37.70965152094368, -122.4632251849292)",,,0.56
26/05/2018,11:00:00 PM,23,2018,Saturday,Burglary,Noe Valley,37.74303,-122.42431,"(37.74303475414267, -122.4243093706563)",,,0.96
27/05/2018,9:30:00 AM,10,2018,Sunday,Assault,South of Market,37.77281,-122.41282,"(37.772812159128556, -122.41282422762143)",,,0.40
27/05/2018,7:40:00 AM,8,2018,Sunday,Assault,Bayview Hunters Point,37.74239,-122.40584,"(37.74239176061754, -122.40583815976386)",,,0.32
25/05/2018,2:00:00 PM,14,2018,Friday,Robbery,Golden Gate Park,37.76677,-122.48237,"(37.7667701844561, -122.48237185764673)",,,0.58
26/05/2018,8:00:00 PM,20,2018,Saturday,Burglary,Noe Valley,37.74703,-122.42469,"(37.747033402071466, -122.42468979533427)",,,0.83
10/05/2018,11:00:00 AM,11,2018,Thursday,Burglary,Portola,37.73098,-122.40609,"(37.730975617325, -122.40608597505525)",,,0.46
25/05/2018,5:00:00 PM,17,2018,Friday,Burglary,Hayes Valley,37.77604,-122.42955,"(37.776044284872675, -122.42955405793654)",,,0.71
27/05/2018,2:27:00 PM,14,2018,Sunday,Burglary,Tenderloin,37.78673,-122.41316,"(37.78672974391054, -122.41316144562205)",,,0.60
27/05/2018,12:39:00 PM,13,2018,Sunday,Assault,Pacific Heights,37.78989,-122.43359,"(37.7898915192474, -122.43359474868316)",,,0.53
27/05/2018,1:15:00 PM,13,2018,Sunday,Assault,South of Market,37.78212,-122.39684,"(37.78211912156566, -122.39684142850209)",,,0.55
27/05/2018,2:04:00 PM,14,2018,Sunday,Robbery,Bernal Heights,37.74755,-122.40957,"(37.747553211710034, -122.40957172824133)",,,0.59
27/05/2018,11:00:00 AM,11,2018,Sunday,Burglary,Financial District/South Beach,37.78638,-122.39565,"(37.78637893587979, -122.39564546789741)",,,0.46
27/05/2018,7:30:00 AM,8,2018,Sunday,Assault,Mission,37.7669,-122.41061,"(37.766903443867825, -122.41060980245896)",,,0.31
27/05/2018,12:09:00 PM,12,2018,Sunday,Assault,Tenderloin,37.78259,-122.41569,"(37.78258503232177, -122.41569387441227)",,,0.51
27/05/2018,4:33:00 PM,17,2018,Sunday,Assault,Bayview Hunters Point,37.73678,-122.38011,"(37.73678418944183, -122.38011105053184)",,,0.69
27/05/2018,5:15:00 PM,17,2018,Sunday,Assault,Outer Mission,37.71716,-122.44695,"(37.717164307154746, -122.44694850342508)",,,0.72
27/05/2018,2:00:00 PM,14,2018,Sunday,Robbery,Outer Richmond,37.77995,-122.48795,"(37.77994713229237, -122.48794590695678)",,,0.58
27/05/2018,2:00:00 PM,14,2018,Sunday,Assault,Outer Richmond,37.77995,-122.48795,"(37.77994713229237, -122.48794590695678)",,,0.58
27/05/2018,4:30:00 PM,17,2018,Sunday,Robbery,Japantown,37.78331,-122.43948,"(37.78330848665904, -122.43948038238113)",,,0.69
27/05/2018,3:33:00 PM,16,2018,Sunday,Assault,Visitacion Valley,37.71191,-122.416,"(37.71191455546749, -122.41600028103292)",,,0.65
27/05/2018,3:33:00 PM,16,2018,Sunday,Assault,Visitacion Valley,37.71191,-122.416,"(37.71191455546749, -122.41600028103292)",,,0.65
26/05/2018,6:27:00 PM,18,2018,Saturday,Robbery,Financial District/South Beach,37.79025,-122.40056,"(37.790247403765534, -122.40055526483039)",,,0.77
27/05/2018,3:30:00 PM,16,2018,Sunday,Assault,Tenderloin,37.78186,-122.41387,"(37.781863337992526, -122.41386560526722)",,,0.65
26/05/2018,3:07:00 PM,15,2018,Saturday,Assault,Bayview Hunters Point,37.73751,-122.38405,"(37.737514215518345, -122.38404650991168)",,,0.63
27/05/2018,10:56:00 AM,11,2018,Sunday,Assault,Mission,37.76819,-122.42136,"(37.76819010858081, -122.42136452349546)",,,0.46
27/05/2018,5:20:00 PM,17,2018,Sunday,Assault,South of Market,37.77913,-122.39754,"(37.77913222249791, -122.39753890763892)",,,0.72
27/05/2018,6:05:00 PM,18,2018,Sunday,Assault,Mission,37.75919,-122.40977,"(37.759194009287654, -122.40977012254064)",,,0.75
27/05/2018,6:05:00 PM,18,2018,Sunday,Assault,Mission,37.75919,-122.40977,"(37.759194009287654, -122.40977012254064)",,,0.75
27/05/2018,7:06:00 PM,19,2018,Sunday,Robbery,Portola,37.73155,-122.40851,"(37.731551516805986, -122.40850893730038)",,,0.80
27/05/2018,7:15:00 PM,19,2018,Sunday,Assault,Castro/Upper Market,37.75983,-122.42592,"(37.759829612490556, -122.42592030312977)",,,0.80
27/05/2018,8:14:00 PM,20,2018,Sunday,Assault,North Beach,37.80634,-122.41543,"(37.8063434285485, -122.41543157088526)",,,0.84
25/05/2018,11:00:00 PM,23,2018,Friday,Assault,Tenderloin,37.78321,-122.41076,"(37.78321431177312, -122.41076482950653)",,,0.96
27/05/2018,6:30:00 PM,19,2018,Sunday,Assault,Castro/Upper Market,37.76877,-122.42746,"(37.76877049785351, -122.42746205880601)",,,0.77
27/05/2018,6:14:00 PM,18,2018,Sunday,Robbery,South of Market,37.77746,-122.41316,"(37.77745741894575, -122.4131576926893)",,,0.76
27/05/2018,7:04:00 PM,19,2018,Sunday,Robbery,Financial District/South Beach,37.78736,-122.40823,"(37.78735926098589, -122.40822672700406)",,,0.79
27/05/2018,7:04:00 PM,19,2018,Sunday,Assault,Financial District/South Beach,37.78736,-122.40823,"(37.78735926098589, -122.40822672700406)",,,0.79
27/05/2018,4:45:00 PM,17,2018,Sunday,Burglary,Marina,37.79834,-122.42563,"(37.7983435358131, -122.4256255050547)",,,0.70
27/05/2018,11:04:00 PM,23,2018,Sunday,Assault,Bernal Heights,37.74176,-122.42237,"(37.741760487793414, -122.42236646065211)",,,0.96
27/05/2018,9:51:00 PM,22,2018,Sunday,Assault,Bernal Heights,37.73606,-122.42447,"(37.73606117177687, -122.42446626401404)",,,0.91
27/05/2018,11:45:00 PM,24,2018,Sunday,Assault,Mission,37.7589,-122.41469,"(37.75889598840878, -122.41469003170093)",,,0.99
27/05/2018,10:20:00 PM,22,2018,Sunday,Assault,Bayview Hunters Point,37.72873,-122.38998,"(37.72872846256451, -122.38998131767396)",,,0.93
27/05/2018,9:30:00 PM,22,2018,Sunday,Assault,Sunset/Parkside,37.73995,-122.50342,"(37.73995395892172, -122.50341854560496)",,,0.90
28/05/2018,1:00:00 AM,1,2018,Monday,Assault,Sunset/Parkside,37.76038,-122.507,"(37.760377065041865, -122.50699920919232)",,,0.04
25/05/2018,9:25:00 PM,21,2018,Friday,Assault,Lakeshore,37.71751,-122.47438,"(37.71750748485157, -122.47438270575199)",,,0.89
28/05/2018,12:37:00 AM,1,2018,Monday,Burglary,Excelsior,37.70935,-122.42607,"(37.70934710789241, -122.42607352828963)",,,0.03
28/05/2018,3:52:00 AM,4,2018,Monday,Assault,Hayes Valley,37.77739,-122.42645,"(37.77738819387254, -122.42645223923668)",,,0.16
28/05/2018,5:32:00 AM,6,2018,Monday,Burglary,Inner Richmond,37.78299,-122.46335,"(37.78298920316836, -122.46335052668974)",,,0.23
28/05/2018,4:45:00 AM,5,2018,Monday,Burglary,Financial District/South Beach,37.79946,-122.40184,"(37.79945571124219, -122.40184382598945)",,,0.20
28/05/2018,2:31:00 AM,3,2018,Monday,Burglary,Pacific Heights,37.78946,-122.44412,"(37.78945708192857, -122.4441194740099)",,,0.10
28/05/2018,1:30:00 AM,2,2018,Monday,Burglary,Outer Richmond,37.77591,-122.49304,"(37.77591053570043, -122.49304423304089)",,,0.06
27/05/2018,8:30:00 PM,21,2018,Sunday,Burglary,Haight Ashbury,37.76637,-122.45295,"(37.766374072957106, -122.45294703466854)",,,0.85
22/05/2018,4:14:00 AM,4,2018,Tuesday,Burglary,Financial District/South Beach,37.78746,-122.39118,"(37.78745518601511, -122.39117965917615)",,,0.18
28/03/2018,6:00:00 PM,18,2018,Wednesday,Burglary,Russian Hill,37.79503,-122.42158,"(37.79502734453366, -122.42158275659317)",,,0.75
28/05/2018,9:30:00 AM,10,2018,Monday,Assault,Bayview Hunters Point,37.74239,-122.40584,"(37.74239176061754, -122.40583815976386)",,,0.40
28/05/2018,2:30:00 AM,3,2018,Monday,Burglary,Chinatown,37.79318,-122.40773,"(37.793178300788284, -122.40772718761984)",,,0.10
25/05/2018,6:00:00 PM,18,2018,Friday,Burglary,Financial District/South Beach,37.78936,-122.40375,"(37.7893632771505, -122.40374684787704)",,,0.75
27/05/2018,8:00:00 PM,20,2018,Sunday,Burglary,Inner Sunset,37.76022,-122.46819,"(37.76021764915843, -122.46819078800767)",,,0.83
28/05/2018,6:20:00 AM,6,2018,Monday,Assault,Tenderloin,37.78589,-122.41974,"(37.78589290013101, -122.41973873477666)",,,0.26
27/05/2018,11:30:00 PM,24,2018,Sunday,Assault,Outer Mission,37.72072,-122.44661,"(37.72072422316314, -122.44660865130832)",,,0.98
28/05/2018,11:40:00 AM,12,2018,Monday,Robbery,Financial District/South Beach,37.78943,-122.40696,"(37.78943368124484, -122.40695698813221)",,,0.49
28/05/2018,11:40:00 AM,12,2018,Monday,Assault,Financial District/South Beach,37.78943,-122.40696,"(37.78943368124484, -122.40695698813221)",,,0.49
27/05/2018,8:00:00 AM,8,2018,Sunday,Assault,South of Market,37.78175,-122.40969,"(37.78175432665782, -122.40969326320398)",,,0.33
23/05/2018,1:00:00 PM,13,2018,Wednesday,Burglary,South of Market,37.77623,-122.41471,"(37.77623051953945, -122.41471100473302)",,,0.54
28/04/2018,5:00:00 PM,17,2018,Saturday,Burglary,Visitacion Valley,37.71193,-122.41877,"(37.71193343102876, -122.41876599574823)",,,0.71
25/05/2018,12:37:00 PM,13,2018,Friday,Robbery,Mission,37.74917,-122.41595,"(37.749172182064, -122.41595464350685)",,,0.53
25/05/2018,12:37:00 PM,13,2018,Friday,Assault,Mission,37.74917,-122.41595,"(37.749172182064, -122.41595464350685)",,,0.53
28/05/2018,3:50:00 PM,16,2018,Monday,Assault,Mission,37.7573,-122.41454,"(37.75729764310003, -122.41454146903003)",,,0.66
28/05/2018,4:32:00 PM,17,2018,Monday,Robbery,Bayview Hunters Point,37.73559,-122.39042,"(37.73559051983254, -122.39041626502802)",,,0.69
05/01/2018,5:53:00 AM,6,2018,Friday,Assault,Noe Valley,37.75329,-122.42758,"(37.75329178484443, -122.42758322674973)",,,0.25
28/05/2018,2:00:00 PM,14,2018,Monday,Robbery,Japantown,37.78556,-122.42978,"(37.78556384617361, -122.42978259351794)",,,0.58
28/05/2018,9:00:00 AM,9,2018,Monday,Assault,Tenderloin,37.78589,-122.41974,"(37.78589290013101, -122.41973873477666)",,,0.38
27/05/2018,12:00:00 AM,0,2018,Sunday,Burglary,Haight Ashbury,37.77123,-122.45224,"(37.77122982666939, -122.45224177938098)",,,0.00
28/05/2018,1:49:00 PM,14,2018,Monday,Assault,Mission,37.7589,-122.41469,"(37.75889598840878, -122.41469003170093)",,,0.58
28/05/2018,5:20:00 PM,17,2018,Monday,Assault,Hayes Valley,37.77875,-122.42335,"(37.77874737106934, -122.42335402580974)",,,0.72
25/05/2018,8:00:00 PM,20,2018,Friday,Burglary,Mission,37.76175,-122.42081,"(37.761747492495125, -122.42081273666224)",,,0.83
28/05/2018,5:33:00 PM,18,2018,Monday,Assault,Outer Mission,37.72379,-122.43645,"(37.72378784588648, -122.43644931563453)",,,0.73
28/05/2018,4:45:00 PM,17,2018,Monday,Assault,Excelsior,37.71504,-122.43232,"(37.7150382180632, -122.43232340156683)",,,0.70
28/05/2018,6:29:00 PM,18,2018,Monday,Robbery,South of Market,37.7814,-122.40925,"(37.781398133437946, -122.40924544400873)",,,0.77
25/05/2018,8:00:00 AM,8,2018,Friday,Burglary,Mission,37.75527,-122.42144,"(37.755268221673894, -122.42143524799776)",,,0.33
28/05/2018,12:30:00 PM,13,2018,Monday,Assault,Financial District/South Beach,37.78456,-122.40734,"(37.784560141211806, -122.40733704162238)",,,0.52
28/05/2018,5:30:00 PM,18,2018,Monday,Burglary,Haight Ashbury,37.77188,-122.44731,"(37.771877741508256, -122.44731242191851)",,,0.73
28/05/2018,6:45:00 PM,19,2018,Monday,Robbery,Nob Hill,37.78749,-122.41836,"(37.78748711637317, -122.41836486841419)",,,0.78
28/05/2018,4:40:00 PM,17,2018,Monday,Burglary,Bernal Heights,37.73498,-122.41872,"(37.73498324878391, -122.41872451255637)",,,0.69
28/05/2018,8:15:00 PM,20,2018,Monday,Assault,North Beach,37.80603,-122.41031,"(37.8060277166905, -122.41031084283831)",,,0.84
28/05/2018,7:44:00 PM,20,2018,Monday,Assault,Mission,37.76676,-122.4184,"(37.766759512491646, -122.41840273790356)",,,0.82
28/05/2018,6:45:00 PM,19,2018,Monday,Assault,West of Twin Peaks,37.72169,-122.46358,"(37.72168610337628, -122.46358164869565)",,,0.78
28/05/2018,7:18:00 PM,19,2018,Monday,Robbery,Russian Hill,37.80415,-122.42511,"(37.804145844453586, -122.42510952213698)",,,0.80
28/05/2018,7:18:00 PM,19,2018,Monday,Assault,Russian Hill,37.80415,-122.42511,"(37.804145844453586, -122.42510952213698)",,,0.80
26/05/2018,11:25:00 AM,11,2018,Saturday,Burglary,Golden Gate Park,37.77291,-122.47669,"(37.77291285753839, -122.4766942070178)",,,0.48
28/05/2018,10:23:00 PM,22,2018,Monday,Robbery,Financial District/South Beach,37.7931,-122.3965,"(37.79309708139333, -122.39650448774395)",,,0.93
28/05/2018,8:45:00 PM,21,2018,Monday,Assault,West of Twin Peaks,37.74464,-122.46126,"(37.74463722327029, -122.46126032497482)",,,0.86
28/05/2018,10:00:00 PM,22,2018,Monday,Assault,Financial District/South Beach,37.78673,-122.40458,"(37.78673056551673, -122.40458331824809)",,,0.92
28/05/2018,3:36:00 PM,16,2018,Monday,Burglary,Mission Bay,37.76973,-122.39905,"(37.76973232995301, -122.3990457133766)",,,0.65
28/05/2018,10:00:00 AM,10,2018,Monday,Burglary,Financial District/South Beach,37.78344,-122.39626,"(37.78344075224142, -122.39626240257512)",,,0.42
29/05/2018,1:42:00 AM,2,2018,Tuesday,Robbery,Tenderloin,37.78589,-122.41974,"(37.78589290013101, -122.41973873477666)",,,0.07
29/05/2018,1:42:00 AM,2,2018,Tuesday,Assault,Tenderloin,37.78589,-122.41974,"(37.78589290013101, -122.41973873477666)",,,0.07
24/05/2018,8:00:00 PM,20,2018,Thursday,Burglary,Outer Mission,37.70799,-122.46231,"(37.70798825918467, -122.46231335746751)",,,0.83
29/05/2018,12:57:00 AM,1,2018,Tuesday,Burglary,West of Twin Peaks,37.72574,-122.46881,"(37.72574019295674, -122.46880691698532)",,,0.04
28/05/2018,10:00:00 PM,22,2018,Monday,Burglary,Inner Sunset,37.76526,-122.45995,"(37.76525678043413, -122.45995299757233)",,,0.92
29/05/2018,4:23:00 AM,4,2018,Tuesday,Robbery,Mission Bay,37.76973,-122.39905,"(37.76973232995301, -122.3990457133766)",,,0.18
05/01/2018,11:00:00 AM,11,2018,Friday,Assault,Excelsior,37.71646,-122.44102,"(37.716459544514585, -122.44101956350755)",,,0.46
20/05/2018,11:15:00 PM,23,2018,Sunday,Burglary,South of Market,37.7814,-122.40925,"(37.781398133437946, -122.40924544400873)",,,0.97
29/05/2018,3:16:00 AM,3,2018,Tuesday,Burglary,Japantown,37.78525,-122.43987,"(37.78524752584891, -122.43987261380985)",,,0.14
18/05/2018,11:15:00 PM,23,2018,Friday,Burglary,Inner Sunset,37.76437,-122.45882,"(37.764365858585364, -122.45881506892961)",,,0.97
26/05/2018,11:00:00 PM,23,2018,Saturday,Burglary,Bayview Hunters Point,37.72722,-122.38232,"(37.72721672799317, -122.38232027891799)",,,0.96
29/05/2018,6:30:00 AM,7,2018,Tuesday,Robbery,Bayview Hunters Point,37.73401,-122.39097,"(37.734013871373556, -122.39096789139202)",,,0.27
27/05/2018,6:00:00 PM,18,2018,Sunday,Burglary,Golden Gate Park,37.76825,-122.45335,"(37.768246024114525, -122.45335228997452)",,,0.75
28/05/2018,12:00:00 AM,0,2018,Monday,Burglary,Bayview Hunters Point,37.72656,-122.39755,"(37.726563849251136, -122.39754784804467)",,,0.00
15/05/2018,7:43:00 PM,20,2018,Tuesday,Sex Offense,Mission,37.75683,-122.4067,"(37.75683373380551, -122.40669900268833)",,,0.82
29/05/2018,6:00:00 AM,6,2018,Tuesday,Burglary,Hayes Valley,37.77728,-122.43486,"(37.77728066447391, -122.43486377327054)",,,0.25
29/05/2018,3:52:00 AM,4,2018,Tuesday,Burglary,Financial District/South Beach,37.79046,-122.39669,"(37.79046106747903, -122.39668969554637)",,,0.16
29/05/2018,9:10:00 AM,9,2018,Tuesday,Burglary,Sunset/Parkside,37.74468,-122.48118,"(37.744681182378415, -122.48118121642418)",,,0.38
28/05/2018,4:00:00 PM,16,2018,Monday,Burglary,Outer Richmond,37.78255,-122.47298,"(37.782553985116834, -122.47298447797708)",,,0.67
