Incident Date,Incident Exact Time,Incident Time,Incident Year,Incident Day of Week,Incident Category,nhood,Latitude,Longitude,point,,,incident time number
21/03/2018,1:17:00 PM,13,2018,Wednesday,Assault,South of Market,37.78175,-122.40969,"(37.78175432665782, -122.40969326320398)",,,0.55
18/03/2018,10:00:00 AM,10,2018,Sunday,Assault,South of Market,37.78175,-122.40969,"(37.78175432665782, -122.40969326320398)",,,0.42
20/03/2018,2:30:00 PM,15,2018,Tuesday,Sex Offense,Mission,37.76382,-122.41359,"(37.76382320609948, -122.41358757032155)",,,0.60
21/03/2018,3:53:00 PM,16,2018,Wednesday,Assault,Financial District/South Beach,37.78777,-122.40504,"(37.787765494696465, -122.40504139998343)",,,0.66
24/01/2018,11:00:00 AM,11,2018,Wednesday,Assault,South of Market,37.77328,-122.41223,"(37.77328477975284, -122.41222500728585)",,,0.46
21/03/2018,5:00:00 PM,17,2018,Wednesday,Assault,Sunset/Parkside,37.76403,-122.5094,"(37.76403273428497, -122.50940219269224)",,,0.71
21/03/2018,2:35:00 AM,3,2018,Wednesday,Burglary,Mission,37.76258,-122.42166,"(37.76257883049033, -122.42166247826907)",,,0.11
21/03/2018,2:00:00 PM,14,2018,Wednesday,Robbery,Excelsior,37.72873,-122.43129,"(37.72872954740928, -122.43129384491388)",,,0.58
21/03/2018,5:59:00 PM,18,2018,Wednesday,Assault,Western Addition,37.7808,-122.43726,"(37.78080176962032, -122.43726005920409)",,,0.75
21/03/2018,6:45:00 PM,19,2018,Wednesday,Robbery,Western Addition,37.78392,-122.42778,"(37.78392473449428, -122.42777887211062)",,,0.78
21/03/2018,6:05:00 PM,18,2018,Wednesday,Assault,Glen Park,37.73451,-122.43388,"(37.734507815109254, -122.43387909431853)",,,0.75
21/03/2018,6:30:00 PM,19,2018,Wednesday,Robbery,Lone Mountain/USF,37.77959,-122.44346,"(37.77958573032809, -122.44346472506108)",,,0.77
21/03/2018,6:30:00 PM,19,2018,Wednesday,Assault,Lone Mountain/USF,37.77959,-122.44346,"(37.77958573032809, -122.44346472506108)",,,0.77
21/03/2018,6:30:00 PM,19,2018,Wednesday,Burglary,Lone Mountain/USF,37.77959,-122.44346,"(37.77958573032809, -122.44346472506108)",,,0.77
21/03/2018,2:30:00 PM,15,2018,Wednesday,Robbery,Visitacion Valley,37.71166,-122.41508,"(37.71165503306195, -122.41508054719948)",,,0.60
21/03/2018,2:30:00 PM,15,2018,Wednesday,Assault,Visitacion Valley,37.71166,-122.41508,"(37.71165503306195, -122.41508054719948)",,,0.60
21/03/2018,3:18:00 PM,15,2018,Wednesday,Robbery,South of Market,37.77946,-122.40238,"(37.779458714779906, -122.40237749311285)",,,0.64
21/03/2018,6:59:00 PM,19,2018,Wednesday,Assault,Mission,37.75863,-122.41905,"(37.75863256660654, -122.41905260777229)",,,0.79
16/03/2018,12:01:00 AM,0,2018,Friday,Assault,Inner Sunset,37.76407,-122.45578,"(37.76407006891491, -122.45578106672758)",,,0.00
21/03/2018,2:42:00 PM,15,2018,Wednesday,Burglary,Financial District/South Beach,37.78662,-122.4064,"(37.786615346301794, -122.40639887891692)",,,0.61
21/03/2018,10:47:00 PM,23,2018,Wednesday,Assault,Mission,37.75863,-122.41905,"(37.75863256660654, -122.41905260777229)",,,0.95
21/03/2018,11:00:00 PM,23,2018,Wednesday,Robbery,Outer Mission,37.71389,-122.44895,"(37.71388616737909, -122.44895044432502)",,,0.96
22/03/2018,12:39:00 AM,1,2018,Thursday,Assault,Excelsior,37.7254,-122.42234,"(37.725395088398606, -122.42234250868593)",,,0.03
22/03/2018,3:00:00 AM,3,2018,Thursday,Burglary,Russian Hill,37.79969,-122.42253,"(37.799693671684, -122.4225252159745)",,,0.13
22/03/2018,4:33:00 AM,5,2018,Thursday,Assault,Castro/Upper Market,37.76666,-122.43333,"(37.766662029418555, -122.43333190593823)",,,0.19
22/03/2018,4:25:00 AM,4,2018,Thursday,Burglary,South of Market,37.77875,-122.39706,"(37.77875105247098, -122.39706171728004)",,,0.18
22/03/2018,6:46:00 AM,7,2018,Thursday,Assault,Golden Gate Park,37.7729,-122.45429,"(37.772895177200766, -122.45428511766733)",,,0.28
22/03/2018,8:00:00 AM,8,2018,Thursday,Assault,Haight Ashbury,37.76637,-122.45295,"(37.766374072957106, -122.45294703466854)",,,0.33
19/03/2018,9:15:00 PM,21,2018,Monday,Assault,Mission,37.74885,-122.42128,"(37.74885044177842, -122.42128446199904)",,,0.89
19/03/2018,9:00:00 AM,9,2018,Monday,Sex Offense,Tenderloin,37.77772,-122.4164,"(37.777722750028566, -122.41640107183976)",,,0.38
22/03/2018,10:00:00 AM,10,2018,Thursday,Assault,Sunset/Parkside,37.74468,-122.48118,"(37.744681182378415, -122.48118121642418)",,,0.42
19/03/2018,7:55:00 AM,8,2018,Monday,Assault,Mission,37.75184,-122.40424,"(37.75184492850555, -122.40424179382087)",,,0.33
22/03/2018,9:02:00 AM,9,2018,Thursday,Burglary,Marina,37.80089,-122.42783,"(37.80088675365464, -122.42782503384545)",,,0.38
22/03/2018,7:46:00 AM,8,2018,Thursday,Assault,Outer Mission,37.70995,-122.44931,"(37.7099462024738, -122.44930866812773)",,,0.32
22/03/2018,10:23:00 AM,10,2018,Thursday,Assault,Mission,37.76667,-122.41983,"(37.76667360056878, -122.41982523539403)",,,0.43
20/03/2018,5:40:00 PM,18,2018,Tuesday,Robbery,Chinatown,37.79494,-122.40808,"(37.794940685499824, -122.40807910223747)",,,0.74
22/03/2018,9:30:00 AM,10,2018,Thursday,Assault,North Beach,37.80624,-122.41878,"(37.80624124805435, -122.41878185632008)",,,0.40
21/03/2018,10:30:00 AM,11,2018,Wednesday,Assault,Bayview Hunters Point,37.73589,-122.40283,"(37.735891248355564, -122.40282498540331)",,,0.44
09/03/2018,3:30:00 PM,16,2018,Friday,Assault,Tenderloin,37.78186,-122.41387,"(37.781863337992526, -122.41386560526722)",,,0.65
22/03/2018,8:40:00 AM,9,2018,Thursday,Assault,Tenderloin,37.78589,-122.41974,"(37.78589290013101, -122.41973873477666)",,,0.36
22/03/2018,9:35:00 AM,10,2018,Thursday,Burglary,South of Market,37.77966,-122.40928,"(37.77965775127483, -122.40928340438033)",,,0.40
16/03/2018,10:30:00 PM,23,2018,Friday,Burglary,South of Market,37.78053,-122.39685,"(37.780527160091324, -122.3968458230064)",,,0.94
22/03/2018,2:00:00 PM,14,2018,Thursday,Assault,Tenderloin,37.78666,-122.40978,"(37.78665887330192, -122.40977511008917)",,,0.58
21/03/2018,11:00:00 PM,23,2018,Wednesday,Assault,Mission,37.76847,-122.41671,"(37.76847136809397, -122.41670736958228)",,,0.96
14/03/2018,4:05:00 PM,16,2018,Wednesday,Burglary,Japantown,37.78515,-122.43308,"(37.78515093922473, -122.43308339913544)",,,0.67
16/03/2018,4:00:00 AM,4,2018,Friday,Burglary,Financial District/South Beach,37.79007,-122.39097,"(37.79006979947905, -122.39097101886335)",,,0.17
21/03/2018,5:00:00 PM,17,2018,Wednesday,Burglary,Twin Peaks,37.75858,-122.45137,"(37.75857566857051, -122.4513669427633)",,,0.71
22/03/2018,2:50:00 PM,15,2018,Thursday,Robbery,North Beach,37.80582,-122.41195,"(37.80582493018196, -122.41195008846694)",,,0.62
22/03/2018,4:15:00 PM,16,2018,Thursday,Assault,Inner Sunset,37.76544,-122.45276,"(37.76544285330579, -122.4527584227774)",,,0.68
22/03/2018,3:25:00 PM,15,2018,Thursday,Robbery,Western Addition,37.78506,-122.42643,"(37.78506173708372, -122.42643012778156)",,,0.64
05/03/2018,2:00:00 PM,14,2018,Monday,Assault,Tenderloin,37.7861,-122.41809,"(37.78610103879033, -122.41808809883916)",,,0.58
01/03/2018,12:00:00 PM,12,2018,Thursday,Burglary,Lakeshore,37.71501,-122.47299,"(37.71501138834774, -122.47299095912123)",,,0.50
22/03/2018,7:20:00 AM,7,2018,Thursday,Assault,South of Market,37.78001,-122.41193,"(37.780005867994824, -122.41193341005338)",,,0.31
22/03/2018,9:30:00 AM,10,2018,Thursday,Assault,North Beach,37.80624,-122.41878,"(37.80624124805435, -122.41878185632008)",,,0.40
22/03/2018,1:10:00 PM,13,2018,Thursday,Assault,Mission,37.75384,-122.41859,"(37.753836586731786, -122.41859394629981)",,,0.55
22/03/2018,4:07:00 PM,16,2018,Thursday,Assault,Mission,37.76471,-122.41525,"(37.764705299011204, -122.41525065017504)",,,0.67
22/03/2018,1:00:00 PM,13,2018,Thursday,Burglary,Portola,37.73126,-122.40948,"(37.73125509599642, -122.40947816712493)",,,0.54
22/03/2018,5:30:00 AM,6,2018,Thursday,Burglary,Mission,37.74833,-122.40965,"(37.74833438937881, -122.40964638867487)",,,0.23
21/03/2018,4:16:00 AM,4,2018,Wednesday,Burglary,South of Market,37.77875,-122.39706,"(37.77875105247098, -122.39706171728004)",,,0.18
21/03/2018,10:00:00 PM,22,2018,Wednesday,Burglary,Mission,37.74833,-122.40965,"(37.74833438937881, -122.40964638867487)",,,0.92
22/03/2018,4:09:00 PM,16,2018,Thursday,Robbery,Bayview Hunters Point,37.72617,-122.38381,"(37.726170778174634, -122.38381036975841)",,,0.67
22/03/2018,6:05:00 PM,18,2018,Thursday,Assault,Excelsior,37.71646,-122.44102,"(37.716459544514585, -122.44101956350755)",,,0.75
22/03/2018,9:30:00 AM,10,2018,Thursday,Assault,North Beach,37.80624,-122.41878,"(37.80624124805435, -122.41878185632008)",,,0.40
28/02/2018,10:00:00 PM,22,2018,Wednesday,Burglary,Noe Valley,37.74903,-122.43164,"(37.74902821343401, -122.43163958041053)",,,0.92
22/03/2018,6:27:00 PM,18,2018,Thursday,Assault,Bayview Hunters Point,37.73307,-122.37765,"(37.73306987628829, -122.3776486254886)",,,0.77
22/03/2018,8:00:00 PM,20,2018,Thursday,Assault,Western Addition,37.7805,-122.43214,"(37.78049625961115, -122.43214039079034)",,,0.83
22/03/2018,8:40:00 PM,21,2018,Thursday,Assault,Tenderloin,37.78414,-122.41095,"(37.78414101130419, -122.41095161908784)",,,0.86
20/03/2018,7:15:00 PM,19,2018,Tuesday,Burglary,Financial District/South Beach,37.78943,-122.40696,"(37.78943368124484, -122.40695698813221)",,,0.80
22/03/2018,4:00:00 AM,4,2018,Thursday,Burglary,Castro/Upper Market,37.76229,-122.43842,"(37.76229072471273, -122.43841829787343)",,,0.17
22/03/2018,11:53:00 AM,12,2018,Thursday,Assault,Japantown,37.78556,-122.42978,"(37.78556384617361, -122.42978259351794)",,,0.50
17/03/2018,9:30:00 PM,22,2018,Saturday,Assault,Bayview Hunters Point,37.72991,-122.39718,"(37.72990988256753, -122.39717687851248)",,,0.90
23/03/2018,12:15:00 AM,0,2018,Friday,Assault,Tenderloin,37.78165,-122.41551,"(37.7816542606277, -122.41550518013352)",,,0.01
23/03/2018,1:04:00 AM,1,2018,Friday,Robbery,Financial District/South Beach,37.78503,-122.40047,"(37.78503028396464, -122.4004684855585)",,,0.04
20/03/2018,1:00:00 PM,13,2018,Tuesday,Burglary,Chinatown,37.7975,-122.40204,"(37.79750494349097, -122.40204098389721)",,,0.54
23/03/2018,2:40:00 AM,3,2018,Friday,Robbery,Mission,37.76024,-122.41921,"(37.7602353540718, -122.41920604493745)",,,0.11
22/03/2018,11:30:00 PM,24,2018,Thursday,Robbery,Bayview Hunters Point,37.75105,-122.39834,"(37.751054605454875, -122.39834078080182)",,,0.98
22/03/2018,11:30:00 PM,24,2018,Thursday,Assault,Bayview Hunters Point,37.75105,-122.39834,"(37.751054605454875, -122.39834078080182)",,,0.98
23/03/2018,4:19:00 AM,4,2018,Friday,Robbery,South of Market,37.78097,-122.40871,"(37.780971182329765, -122.4087086749172)",,,0.18
17/03/2018,5:00:00 PM,17,2018,Saturday,Burglary,Tenderloin,37.78652,-122.41481,"(37.78651981906591, -122.41480664938405)",,,0.71
22/03/2018,9:00:00 PM,21,2018,Thursday,Burglary,Lakeshore,37.72695,-122.47604,"(37.72694991292525, -122.47603947349434)",,,0.88
23/03/2018,6:30:00 AM,7,2018,Friday,Assault,Bayview Hunters Point,37.74467,-122.38976,"(37.744672674199506, -122.38976016875958)",,,0.27
22/03/2018,5:30:00 PM,18,2018,Thursday,Burglary,Chinatown,37.79688,-122.40191,"(37.79687570757892, -122.40190694770784)",,,0.73
23/03/2018,2:07:00 AM,2,2018,Friday,Burglary,Bayview Hunters Point,37.7498,-122.39531,"(37.74980378490234, -122.3953078624741)",,,0.09
22/03/2018,5:00:00 PM,17,2018,Thursday,Assault,Bayview Hunters Point,37.73629,-122.39165,"(37.73628803879937, -122.39164756892751)",,,0.71
23/03/2018,10:09:00 AM,10,2018,Friday,Robbery,Lakeshore,37.72695,-122.47604,"(37.72694991292525, -122.47603947349434)",,,0.42
22/03/2018,6:38:00 PM,19,2018,Thursday,Burglary,Twin Peaks,37.75167,-122.44624,"(37.75166941216422, -122.44624479108757)",,,0.78
23/03/2018,9:40:00 AM,10,2018,Friday,Robbery,Pacific Heights,37.7905,-122.43585,"(37.79050179839722, -122.43584896135839)",,,0.40
23/03/2018,11:11:00 AM,11,2018,Friday,Assault,Mission Bay,37.77172,-122.3985,"(37.7717172446168, -122.39850261575857)",,,0.47
22/03/2018,11:00:00 PM,23,2018,Thursday,Burglary,Pacific Heights,37.79176,-122.42598,"(37.79175692085105, -122.42598016109677)",,,0.96
20/03/2018,5:50:00 AM,6,2018,Tuesday,Robbery,Tenderloin,37.7831,-122.41918,"(37.78310139923345, -122.41918170505187)",,,0.24
13/03/2018,7:00:00 PM,19,2018,Tuesday,Burglary,Pacific Heights,37.78837,-122.43036,"(37.78836831158777, -122.43035591916887)",,,0.79
23/03/2018,1:20:00 PM,13,2018,Friday,Assault,Inner Sunset,37.76263,-122.46084,"(37.762627641538664, -122.46084296580366)",,,0.56
17/03/2018,10:00:00 PM,22,2018,Saturday,Assault,Financial District/South Beach,37.79245,-122.40594,"(37.792450751407294, -122.40593812008852)",,,0.92
23/03/2018,12:19:00 PM,12,2018,Friday,Assault,South of Market,37.7774,-122.40701,"(37.777399632579225, -122.40701475255086)",,,0.51
22/03/2018,1:10:00 PM,13,2018,Thursday,Assault,Mission,37.75384,-122.41859,"(37.753836586731786, -122.41859394629981)",,,0.55
23/03/2018,11:45:00 AM,12,2018,Friday,Assault,Bayview Hunters Point,37.73529,-122.39991,"(37.73528591836444, -122.39990933421034)",,,0.49
23/03/2018,12:30:00 PM,13,2018,Friday,Assault,Tenderloin,37.78445,-122.40849,"(37.78445272883687, -122.40849315881205)",,,0.52
23/03/2018,8:00:00 AM,8,2018,Friday,Burglary,Financial District/South Beach,37.78621,-122.39898,"(37.78620949142024, -122.3989771693379)",,,0.33
23/03/2018,3:20:00 PM,15,2018,Friday,Burglary,Mission,37.76667,-122.41983,"(37.76667360056878, -122.41982523539403)",,,0.64
22/03/2018,3:25:00 PM,15,2018,Thursday,Robbery,Western Addition,37.78506,-122.42643,"(37.78506173708372, -122.42643012778156)",,,0.64
23/03/2018,6:04:00 PM,18,2018,Friday,Assault,Castro/Upper Market,37.76089,-122.435,"(37.76088893209152, -122.4350007026991)",,,0.75
23/03/2018,4:55:00 PM,17,2018,Friday,Assault,South of Market,37.77527,-122.41591,"(37.77527205930737, -122.4159081801724)",,,0.70
23/03/2018,5:00:00 PM,17,2018,Friday,Burglary,Castro/Upper Market,37.76877,-122.42746,"(37.76877049785351, -122.42746205880601)",,,0.71
23/03/2018,6:30:00 PM,19,2018,Friday,Assault,Treasure Island,37.82357,-122.36374,"(37.82357442446163, -122.36374276695297)",,,0.77
23/03/2018,7:35:00 PM,20,2018,Friday,Burglary,Visitacion Valley,37.71457,-122.41482,"(37.714565990776755, -122.41482182567299)",,,0.82
23/03/2018,6:30:00 PM,19,2018,Friday,Assault,South of Market,37.78155,-122.40285,"(37.78154661930716, -122.4028493598664)",,,0.77
23/03/2018,4:04:00 PM,16,2018,Friday,Assault,Tenderloin,37.78466,-122.41443,"(37.78465714011983, -122.41443019938555)",,,0.67
23/03/2018,3:41:00 PM,16,2018,Friday,Assault,South of Market,37.77622,-122.41161,"(37.77622135530407, -122.41160611386445)",,,0.65
23/03/2018,5:32:00 PM,18,2018,Friday,Assault,Financial District/South Beach,37.79007,-122.39097,"(37.79006979947905, -122.39097101886335)",,,0.73
23/03/2018,2:00:00 PM,14,2018,Friday,Burglary,Mission,37.75429,-122.41112,"(37.75428676962897, -122.411120125642)",,,0.58
23/03/2018,5:30:00 PM,18,2018,Friday,Assault,Sunset/Parkside,37.75301,-122.50433,"(37.75301152957514, -122.50433336933077)",,,0.73
23/03/2018,11:10:00 PM,23,2018,Friday,Assault,Chinatown,37.79949,-122.40901,"(37.79948981870344, -122.40901437837884)",,,0.97
23/03/2018,2:30:00 PM,15,2018,Friday,Burglary,Mission,37.74801,-122.42249,"(37.74801344882507, -122.42248736491135)",,,0.60
23/03/2018,10:29:00 PM,22,2018,Friday,Assault,Outer Mission,37.72459,-122.43487,"(37.7245877050746, -122.43487038038079)",,,0.94
23/03/2018,9:35:00 PM,22,2018,Friday,Robbery,North Beach,37.80748,-122.41398,"(37.80748251193778, -122.41397500878728)",,,0.90
23/02/2018,11:00:00 PM,23,2018,Friday,Assault,Mission,37.76037,-122.41703,"(37.76036702181753, -122.41702581621057)",,,0.96
23/03/2018,10:45:00 PM,23,2018,Friday,Robbery,Tenderloin,37.78186,-122.41387,"(37.781863337992526, -122.41386560526722)",,,0.95
24/03/2018,1:40:00 AM,2,2018,Saturday,Assault,Pacific Heights,37.79025,-122.43074,"(37.79025206170721, -122.43073682415647)",,,0.07
24/03/2018,7:00:00 AM,7,2018,Saturday,Robbery,South of Market,37.78001,-122.41193,"(37.780005867994824, -122.41193341005338)",,,0.29
24/03/2018,7:21:00 AM,7,2018,Saturday,Robbery,Mission,37.75863,-122.41905,"(37.75863256660654, -122.41905260777229)",,,0.31
24/03/2018,7:21:00 AM,7,2018,Saturday,Assault,Mission,37.75863,-122.41905,"(37.75863256660654, -122.41905260777229)",,,0.31
23/03/2018,6:00:00 PM,18,2018,Friday,Burglary,Castro/Upper Market,37.7641,-122.43532,"(37.76410227052293, -122.43531729847254)",,,0.75
03/01/2018,9:19:00 AM,9,2018,Wednesday,Assault,Seacliff,37.78625,-122.48948,"(37.7862515763812, -122.4894760815884)",,,0.39
01/01/2018,6:25:00 PM,18,2018,Monday,Assault,Tenderloin,37.783,-122.41241,"(37.783004077643476, -122.4124117474483)",,,0.77
23/03/2018,4:00:00 PM,16,2018,Friday,Assault,Bayview Hunters Point,37.75243,-122.39459,"(37.752426800122734, -122.3945869789376)",,,0.67
23/03/2018,9:42:00 PM,22,2018,Friday,Burglary,Portola,37.72763,-122.40359,"(37.7276341253869, -122.4035928907734)",,,0.90
24/03/2018,10:20:00 AM,10,2018,Saturday,Assault,Castro/Upper Market,37.76089,-122.435,"(37.76088893209152, -122.4350007026991)",,,0.43
24/03/2018,10:20:00 AM,10,2018,Saturday,Assault,Mission,37.7669,-122.41061,"(37.766903443867825, -122.41060980245896)",,,0.43
24/03/2018,1:13:00 PM,13,2018,Saturday,Assault,Bayview Hunters Point,37.73101,-122.377,"(37.73100987038522, -122.37699954645048)",,,0.55
23/03/2018,3:00:00 PM,15,2018,Friday,Burglary,Outer Richmond,37.77203,-122.49597,"(37.77203201350724, -122.49597201699906)",,,0.63
24/03/2018,11:15:00 AM,11,2018,Saturday,Assault,Tenderloin,37.78259,-122.41569,"(37.78258503232177, -122.41569387441227)",,,0.47
23/03/2018,3:41:00 PM,16,2018,Friday,Assault,South of Market,37.77622,-122.41161,"(37.77622135530407, -122.41160611386445)",,,0.65
24/03/2018,12:00:00 PM,12,2018,Saturday,Burglary,Potrero Hill,37.76293,-122.3907,"(37.7629257461423, -122.39069849493485)",,,0.50
15/02/2018,3:00:00 PM,15,2018,Thursday,Burglary,Hayes Valley,37.77571,-122.43966,"(37.77571358981224, -122.43965650508086)",,,0.63
24/03/2018,12:30:00 PM,13,2018,Saturday,Assault,Western Addition,37.78185,-122.42904,"(37.781847438583505, -122.42904060264011)",,,0.52
21/03/2018,4:55:00 PM,17,2018,Wednesday,Burglary,Castro/Upper Market,37.76898,-122.42671,"(37.76898207363323, -122.42671322775644)",,,0.70
24/03/2018,10:27:00 AM,10,2018,Saturday,Assault,Tenderloin,37.78289,-122.42082,"(37.78289412114938, -122.42081700428415)",,,0.44
10/03/2018,9:12:00 PM,21,2018,Saturday,Burglary,Pacific Heights,37.79427,-122.43492,"(37.794266032306126, -122.43491932780171)",,,0.88
22/03/2018,5:00:00 PM,17,2018,Thursday,Burglary,Bayview Hunters Point,37.75063,-122.40123,"(37.7506318835594, -122.40123195636717)",,,0.71
24/03/2018,3:00:00 PM,15,2018,Saturday,Assault,Oceanview/Merced/Ingleside,37.71788,-122.47163,"(37.7178761514803, -122.4716321803948)",,,0.63
23/03/2018,12:00:00 PM,12,2018,Friday,Burglary,Lakeshore,37.71906,-122.48142,"(37.71905643663192, -122.48142396348878)",,,0.50
22/03/2018,11:00:00 PM,23,2018,Thursday,Burglary,Mission,37.75263,-122.4119,"(37.752628589044264, -122.41189982277923)",,,0.96
23/03/2018,4:00:00 PM,16,2018,Friday,Assault,Tenderloin,37.78259,-122.41569,"(37.78258503232177, -122.41569387441227)",,,0.67
24/03/2018,3:15:00 PM,15,2018,Saturday,Burglary,Financial District/South Beach,37.78854,-122.39603,"(37.78853592966637, -122.39603476680188)",,,0.64
24/03/2018,1:00:00 PM,13,2018,Saturday,Assault,Financial District/South Beach,37.78404,-122.40371,"(37.78404443715923, -122.40371175457705)",,,0.54
23/03/2018,9:00:00 PM,21,2018,Friday,Burglary,Mission,37.76455,-122.40643,"(37.76454765275407, -122.40642915558782)",,,0.88
24/03/2018,9:20:00 PM,21,2018,Saturday,Assault,Tenderloin,37.78466,-122.41443,"(37.78465714011983, -122.41443019938555)",,,0.89
24/03/2018,5:17:00 PM,17,2018,Saturday,Assault,Mission,37.76143,-122.42608,"(37.76142713261589, -122.42607650292528)",,,0.72
24/03/2018,5:17:00 PM,17,2018,Saturday,Assault,Mission,37.76143,-122.42608,"(37.76142713261589, -122.42607650292528)",,,0.72
23/03/2018,10:00:00 PM,22,2018,Friday,Assault,South of Market,37.77328,-122.41223,"(37.77328477975284, -122.41222500728585)",,,0.92
24/03/2018,5:10:00 PM,17,2018,Saturday,Assault,Lone Mountain/USF,37.77602,-122.44478,"(37.77601659060897, -122.44477989251513)",,,0.72
24/03/2018,8:40:00 PM,21,2018,Saturday,Assault,Mission,37.75397,-122.41641,"(37.75396776877417, -122.41641349023185)",,,0.86
25/03/2018,12:17:00 AM,0,2018,Sunday,Assault,Bayview Hunters Point,37.73322,-122.39124,"(37.73322326126074, -122.3912444943072)",,,0.01
25/03/2018,1:45:00 AM,2,2018,Sunday,Assault,Nob Hill,37.78911,-122.41702,"(37.789110174829865, -122.41701687926658)",,,0.07
24/03/2018,6:00:00 PM,18,2018,Saturday,Robbery,Potrero Hill,37.76402,-122.39373,"(37.76402134194153, -122.39372979676084)",,,0.75
25/03/2018,1:30:00 AM,2,2018,Sunday,Assault,Mission,37.76478,-122.4241,"(37.764783451283925, -122.42410268505228)",,,0.06
24/03/2018,10:26:00 PM,22,2018,Saturday,Robbery,Bernal Heights,37.73515,-122.42212,"(37.73515284656982, -122.4221208078308)",,,0.93
25/03/2018,1:37:00 AM,2,2018,Sunday,Assault,Potrero Hill,37.75704,-122.39568,"(37.75704084829117, -122.39568379927464)",,,0.07
25/03/2018,3:18:00 AM,3,2018,Sunday,Assault,South of Market,37.77851,-122.40562,"(37.77850510385514, -122.40561526782413)",,,0.14
24/03/2018,5:00:00 PM,17,2018,Saturday,Burglary,Castro/Upper Market,37.76506,-122.43318,"(37.76506065111531, -122.43317863645373)",,,0.71
25/03/2018,2:22:00 AM,2,2018,Sunday,Burglary,Nob Hill,37.78725,-122.41664,"(37.787245209374895, -122.4166386980169)",,,0.10
22/03/2018,9:00:00 AM,9,2018,Thursday,Assault,Tenderloin,37.78517,-122.4179,"(37.785167213738916, -122.41790141130261)",,,0.38
25/03/2018,5:14:00 AM,5,2018,Sunday,Burglary,Noe Valley,37.74208,-122.42685,"(37.742078028383624, -122.42684637612442)",,,0.22
25/03/2018,6:33:00 AM,7,2018,Sunday,Assault,Nob Hill,37.78797,-122.41847,"(37.787966284910645, -122.41846502787442)",,,0.27
24/03/2018,12:30:00 PM,13,2018,Saturday,Assault,Mission,37.7725,-122.42262,"(37.77250281646585, -122.42261969178954)",,,0.52
22/03/2018,8:00:00 PM,20,2018,Thursday,Burglary,Outer Mission,37.72542,-122.43662,"(37.725421025030805, -122.43661904332365)",,,0.83
24/03/2018,4:45:00 PM,17,2018,Saturday,Burglary,Financial District/South Beach,37.78854,-122.39603,"(37.78853592966637, -122.39603476680188)",,,0.70
25/03/2018,8:57:00 AM,9,2018,Sunday,Assault,Bayview Hunters Point,37.74111,-122.38848,"(37.74110763100082, -122.38847589500467)",,,0.37
25/03/2018,9:24:00 AM,9,2018,Sunday,Robbery,Western Addition,37.78687,-122.42331,"(37.7868683661603, -122.42330825256187)",,,0.39
25/03/2018,11:15:00 AM,11,2018,Sunday,Assault,Bayview Hunters Point,37.73678,-122.38011,"(37.73678418944183, -122.38011105053184)",,,0.47
25/03/2018,9:25:00 AM,9,2018,Sunday,Assault,Mission,37.76841,-122.4178,"(37.76840526775054, -122.4178021552485)",,,0.39
25/03/2018,9:25:00 AM,9,2018,Sunday,Burglary,Mission,37.76841,-122.4178,"(37.76840526775054, -122.4178021552485)",,,0.39
24/03/2018,2:45:00 PM,15,2018,Saturday,Assault,Mission,37.76992,-122.42158,"(37.76991775799648, -122.42158253573476)",,,0.61
23/03/2018,6:30:00 PM,19,2018,Friday,Burglary,Sunset/Parkside,37.76033,-122.50807,"(37.76032981540315, -122.50806756135735)",,,0.77
03/01/2018,11:08:00 AM,11,2018,Wednesday,Assault,Financial District/South Beach,37.79384,-122.39888,"(37.79384367995605, -122.39888041931147)",,,0.46
25/03/2018,3:50:00 PM,16,2018,Sunday,Assault,Mission,37.75384,-122.41859,"(37.753836586731786, -122.41859394629981)",,,0.66
24/03/2018,11:00:00 AM,11,2018,Saturday,Assault,Bayview Hunters Point,37.73307,-122.37765,"(37.73306987628829, -122.3776486254886)",,,0.46
24/03/2018,11:00:00 AM,11,2018,Saturday,Assault,Bayview Hunters Point,37.73307,-122.37765,"(37.73306987628829, -122.3776486254886)",,,0.46
25/03/2018,5:15:00 PM,17,2018,Sunday,Assault,Tenderloin,37.78118,-122.4117,"(37.78117721773047, -122.41169993118794)",,,0.72
25/03/2018,2:15:00 AM,2,2018,Sunday,Assault,South of Market,37.78097,-122.40871,"(37.780971182329765, -122.4087086749172)",,,0.09
25/03/2018,9:00:00 PM,21,2018,Sunday,Assault,Hayes Valley,37.77406,-122.43761,"(37.77406164547093, -122.43761062521642)",,,0.88
22/03/2018,9:00:00 AM,9,2018,Thursday,Burglary,Castro/Upper Market,37.7585,-122.44351,"(37.75849887894476, -122.44351297917189)",,,0.38
25/03/2018,6:35:00 PM,19,2018,Sunday,Robbery,West of Twin Peaks,37.74459,-122.45336,"(37.74459289489258, -122.45336484271765)",,,0.77
25/03/2018,6:35:00 PM,19,2018,Sunday,Assault,West of Twin Peaks,37.74459,-122.45336,"(37.74459289489258, -122.45336484271765)",,,0.77
25/03/2018,6:37:00 PM,19,2018,Sunday,Robbery,Mission,37.76561,-122.41049,"(37.76560583760297, -122.41048669029503)",,,0.78
24/03/2018,8:00:00 PM,20,2018,Saturday,Assault,Sunset/Parkside,37.74388,-122.49939,"(37.743879410334394, -122.4993932425097)",,,0.83
